source_db_name, p_code, P 번호, factory, item, dtime_ymdhms, value
PJ, 123456, p03, P9, 전력, 2026-06-01 12:33:00, 23694
PJ, 123456, p01, P7, 전력, 2026-06-01 12:34:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 12:34:00, 9884
PJ, 123456, p03, P9, 전력, 2026-06-01 12:34:00, 23399
PJ, 123456, p01, P7, 전력, 2026-06-01 12:35:00, 2359
PJ, 123456, p02, P8, 전력, 2026-06-01 12:35:00, 9974
PJ, 123456, p03, P9, 전력, 2026-06-01 12:35:00, 23686
PJ, 123456, p01, P7, 전력, 2026-06-01 12:36:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 12:36:00, 9929
PJ, 123456, p03, P9, 전력, 2026-06-01 12:36:00, 23876
PJ, 123456, p01, P7, 전력, 2026-06-01 12:37:00, 2366
PJ, 123456, p02, P8, 전력, 2026-06-01 12:37:00, 9795
PJ, 123456, p03, P9, 전력, 2026-06-01 12:37:00, 23862
PJ, 123456, p01, P7, 전력, 2026-06-01 12:38:00, 2360
PJ, 123456, p02, P8, 전력, 2026-06-01 12:38:00, 9770
PJ, 123456, p03, P9, 전력, 2026-06-01 12:38:00, 24153
PJ, 123456, p01, P7, 전력, 2026-06-01 12:39:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 12:39:00, 9846
PJ, 123456, p03, P9, 전력, 2026-06-01 12:39:00, 24419
PJ, 123456, p01, P7, 전력, 2026-06-01 12:40:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 12:40:00, 9773
PJ, 123456, p03, P9, 전력, 2026-06-01 12:40:00, 24538
PJ, 123456, p01, P7, 전력, 2026-06-01 12:41:00, 2362
PJ, 123456, p02, P8, 전력, 2026-06-01 12:41:00, 9799
PJ, 123456, p03, P9, 전력, 2026-06-01 12:41:00, 24318
PJ, 123456, p01, P7, 전력, 2026-06-01 12:42:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 12:42:00, 9828
PJ, 123456, p03, P9, 전력, 2026-06-01 12:42:00, 24609
PJ, 123456, p01, P7, 전력, 2026-06-01 12:43:00, 2342
PJ, 123456, p02, P8, 전력, 2026-06-01 12:43:00, 9869
PJ, 123456, p03, P9, 전력, 2026-06-01 12:43:00, 24692
PJ, 123456, p01, P7, 전력, 2026-06-01 12:44:00, 2357
PJ, 123456, p02, P8, 전력, 2026-06-01 12:44:00, 9869
PJ, 123456, p03, P9, 전력, 2026-06-01 12:44:00, 24398
PJ, 123456, p01, P7, 전력, 2026-06-01 12:45:00, 2366
PJ, 123456, p02, P8, 전력, 2026-06-01 12:45:00, 9911
PJ, 123456, p03, P9, 전력, 2026-06-01 12:45:00, 24424
PJ, 123456, p01, P7, 전력, 2026-06-01 12:46:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 12:46:00, 9772
PJ, 123456, p03, P9, 전력, 2026-06-01 12:46:00, 24200
PJ, 123456, p01, P7, 전력, 2026-06-01 12:47:00, 2363
PJ, 123456, p02, P8, 전력, 2026-06-01 12:47:00, 9693
PJ, 123456, p03, P9, 전력, 2026-06-01 12:47:00, 23969
PJ, 123456, p01, P7, 전력, 2026-06-01 12:48:00, 2359
PJ, 123456, p02, P8, 전력, 2026-06-01 12:48:00, 9624
PJ, 123456, p03, P9, 전력, 2026-06-01 12:48:00, 24147
PJ, 123456, p01, P7, 전력, 2026-06-01 12:49:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 12:49:00, 9489
PJ, 123456, p03, P9, 전력, 2026-06-01 12:49:00, 23975
PJ, 123456, p01, P7, 전력, 2026-06-01 12:50:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 12:50:00, 9602
PJ, 123456, p03, P9, 전력, 2026-06-01 12:50:00, 23874
PJ, 123456, p01, P7, 전력, 2026-06-01 12:51:00, 2367
PJ, 123456, p02, P8, 전력, 2026-06-01 12:51:00, 9630
PJ, 123456, p03, P9, 전력, 2026-06-01 12:51:00, 23696
PJ, 123456, p01, P7, 전력, 2026-06-01 12:52:00, 2353
PJ, 123456, p02, P8, 전력, 2026-06-01 12:52:00, 9611
PJ, 123456, p03, P9, 전력, 2026-06-01 12:52:00, 23875
PJ, 123456, p01, P7, 전력, 2026-06-01 12:53:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 12:53:00, 9573
PJ, 123456, p03, P9, 전력, 2026-06-01 12:53:00, 23677
PJ, 123456, p01, P7, 전력, 2026-06-01 12:54:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 12:54:00, 9617
PJ, 123456, p03, P9, 전력, 2026-06-01 12:54:00, 23813
PJ, 123456, p01, P7, 전력, 2026-06-01 12:55:00, 2346
PJ, 123456, p02, P8, 전력, 2026-06-01 12:55:00, 9683
PJ, 123456, p03, P9, 전력, 2026-06-01 12:55:00, 23836
PJ, 123456, p01, P7, 전력, 2026-06-01 12:56:00, 2339
PJ, 123456, p02, P8, 전력, 2026-06-01 12:56:00, 9762
PJ, 123456, p03, P9, 전력, 2026-06-01 12:56:00, 24022
PJ, 123456, p01, P7, 전력, 2026-06-01 12:57:00, 2332
PJ, 123456, p02, P8, 전력, 2026-06-01 12:57:00, 9745
PJ, 123456, p03, P9, 전력, 2026-06-01 12:57:00, 24199
PJ, 123456, p01, P7, 전력, 2026-06-01 12:58:00, 2345
PJ, 123456, p02, P8, 전력, 2026-06-01 12:58:00, 9733
PJ, 123456, p03, P9, 전력, 2026-06-01 12:58:00, 23865
PJ, 123456, p01, P7, 전력, 2026-06-01 12:59:00, 2345
PJ, 123456, p02, P8, 전력, 2026-06-01 12:59:00, 9862
PJ, 123456, p03, P9, 전력, 2026-06-01 12:59:00, 23748
PJ, 123456, p01, P7, 전력, 2026-06-01 13:00:00, 2340
PJ, 123456, p02, P8, 전력, 2026-06-01 13:00:00, 9778
PJ, 123456, p03, P9, 전력, 2026-06-01 13:00:00, 23796
PJ, 123456, p01, P7, 전력, 2026-06-01 13:01:00, 2351
PJ, 123456, p02, P8, 전력, 2026-06-01 13:01:00, 9703
PJ, 123456, p03, P9, 전력, 2026-06-01 13:01:00, 23971
PJ, 123456, p01, P7, 전력, 2026-06-01 13:02:00, 2336
PJ, 123456, p02, P8, 전력, 2026-06-01 13:02:00, 9629
PJ, 123456, p03, P9, 전력, 2026-06-01 13:02:00, 24251
PJ, 123456, p01, P7, 전력, 2026-06-01 13:03:00, 2358
PJ, 123456, p02, P8, 전력, 2026-06-01 13:03:00, 9587
PJ, 123456, p03, P9, 전력, 2026-06-01 13:03:00, 24051
PJ, 123456, p01, P7, 전력, 2026-06-01 13:04:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 13:04:00, 9632
PJ, 123456, p03, P9, 전력, 2026-06-01 13:04:00, 24153
PJ, 123456, p01, P7, 전력, 2026-06-01 13:05:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 13:05:00, 9609
PJ, 123456, p03, P9, 전력, 2026-06-01 13:05:00, 24201
PJ, 123456, p01, P7, 전력, 2026-06-01 13:06:00, 2366
PJ, 123456, p02, P8, 전력, 2026-06-01 13:06:00, 9551
PJ, 123456, p03, P9, 전력, 2026-06-01 13:06:00, 24219
PJ, 123456, p01, P7, 전력, 2026-06-01 13:07:00, 2348
PJ, 123456, p02, P8, 전력, 2026-06-01 13:07:00, 9518
PJ, 123456, p03, P9, 전력, 2026-06-01 13:07:00, 24052
PJ, 123456, p01, P7, 전력, 2026-06-01 13:08:00, 2347
PJ, 123456, p02, P8, 전력, 2026-06-01 13:08:00, 9511
PJ, 123456, p03, P9, 전력, 2026-06-01 13:08:00, 24018
PJ, 123456, p01, P7, 전력, 2026-06-01 13:09:00, 2354
PJ, 123456, p02, P8, 전력, 2026-06-01 13:09:00, 9592
PJ, 123456, p03, P9, 전력, 2026-06-01 13:09:00, 23766
PJ, 123456, p01, P7, 전력, 2026-06-01 13:10:00, 2336
PJ, 123456, p02, P8, 전력, 2026-06-01 13:10:00, 9673
PJ, 123456, p03, P9, 전력, 2026-06-01 13:10:00, 23755
PJ, 123456, p01, P7, 전력, 2026-06-01 13:11:00, 2331
PJ, 123456, p02, P8, 전력, 2026-06-01 13:11:00, 9663
PJ, 123456, p03, P9, 전력, 2026-06-01 13:11:00, 23519
PJ, 123456, p01, P7, 전력, 2026-06-01 13:12:00, 2341
PJ, 123456, p02, P8, 전력, 2026-06-01 13:12:00, 9614
PJ, 123456, p03, P9, 전력, 2026-06-01 13:12:00, 23460
PJ, 123456, p01, P7, 전력, 2026-06-01 13:13:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 13:13:00, 9725
PJ, 123456, p03, P9, 전력, 2026-06-01 13:13:00, 23454
PJ, 123456, p01, P7, 전력, 2026-06-01 13:14:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 13:14:00, 9745
PJ, 123456, p03, P9, 전력, 2026-06-01 13:14:00, 23398
PJ, 123456, p01, P7, 전력, 2026-06-01 13:15:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 13:15:00, 9774
PJ, 123456, p03, P9, 전력, 2026-06-01 13:15:00, 23597
PJ, 123456, p01, P7, 전력, 2026-06-01 13:16:00, 2343
PJ, 123456, p02, P8, 전력, 2026-06-01 13:16:00, 9843
PJ, 123456, p03, P9, 전력, 2026-06-01 13:16:00, 23275
PJ, 123456, p01, P7, 전력, 2026-06-01 13:17:00, 2339
PJ, 123456, p02, P8, 전력, 2026-06-01 13:17:00, 9709
PJ, 123456, p03, P9, 전력, 2026-06-01 13:17:00, 23383
PJ, 123456, p01, P7, 전력, 2026-06-01 13:18:00, 2359
PJ, 123456, p02, P8, 전력, 2026-06-01 13:18:00, 9624
PJ, 123456, p03, P9, 전력, 2026-06-01 13:18:00, 23604
PJ, 123456, p01, P7, 전력, 2026-06-01 13:19:00, 2347
PJ, 123456, p02, P8, 전력, 2026-06-01 13:19:00, 9533
PJ, 123456, p03, P9, 전력, 2026-06-01 13:19:00, 23789
PJ, 123456, p01, P7, 전력, 2026-06-01 13:20:00, 2334
PJ, 123456, p02, P8, 전력, 2026-06-01 13:20:00, 9580
PJ, 123456, p03, P9, 전력, 2026-06-01 13:20:00, 23758
PJ, 123456, p01, P7, 전력, 2026-06-01 13:21:00, 2351
PJ, 123456, p02, P8, 전력, 2026-06-01 13:21:00, 9611
PJ, 123456, p03, P9, 전력, 2026-06-01 13:21:00, 23808
PJ, 123456, p01, P7, 전력, 2026-06-01 13:22:00, 2366
PJ, 123456, p02, P8, 전력, 2026-06-01 13:22:00, 9570
PJ, 123456, p03, P9, 전력, 2026-06-01 13:22:00, 23595
PJ, 123456, p01, P7, 전력, 2026-06-01 13:23:00, 2365
PJ, 123456, p02, P8, 전력, 2026-06-01 13:23:00, 9517
PJ, 123456, p03, P9, 전력, 2026-06-01 13:23:00, 23312
PJ, 123456, p01, P7, 전력, 2026-06-01 13:24:00, 2343
PJ, 123456, p02, P8, 전력, 2026-06-01 13:24:00, 9525
PJ, 123456, p03, P9, 전력, 2026-06-01 13:24:00, 23248
PJ, 123456, p01, P7, 전력, 2026-06-01 13:25:00, 2313
PJ, 123456, p02, P8, 전력, 2026-06-01 13:25:00, 9552
PJ, 123456, p03, P9, 전력, 2026-06-01 13:25:00, 23467
PJ, 123456, p01, P7, 전력, 2026-06-01 13:26:00, 2335
PJ, 123456, p02, P8, 전력, 2026-06-01 13:26:00, 9675
PJ, 123456, p03, P9, 전력, 2026-06-01 13:26:00, 23726
PJ, 123456, p01, P7, 전력, 2026-06-01 13:27:00, 2345
PJ, 123456, p02, P8, 전력, 2026-06-01 13:27:00, 9673
PJ, 123456, p03, P9, 전력, 2026-06-01 13:27:00, 23408
PJ, 123456, p01, P7, 전력, 2026-06-01 13:28:00, 2320
PJ, 123456, p02, P8, 전력, 2026-06-01 13:28:00, 9751
PJ, 123456, p03, P9, 전력, 2026-06-01 13:28:00, 23583
PJ, 123456, p01, P7, 전력, 2026-06-01 13:29:00, 2341
PJ, 123456, p02, P8, 전력, 2026-06-01 13:29:00, 9785
PJ, 123456, p03, P9, 전력, 2026-06-01 13:29:00, 23416
PJ, 123456, p01, P7, 전력, 2026-06-01 13:30:00, 2331
PJ, 123456, p02, P8, 전력, 2026-06-01 13:30:00, 9738
PJ, 123456, p03, P9, 전력, 2026-06-01 13:30:00, 23170
PJ, 123456, p01, P7, 전력, 2026-06-01 13:31:00, 2340
PJ, 123456, p02, P8, 전력, 2026-06-01 13:31:00, 9780
PJ, 123456, p03, P9, 전력, 2026-06-01 13:31:00, 22977
PJ, 123456, p01, P7, 전력, 2026-06-01 13:32:00, 2310
PJ, 123456, p02, P8, 전력, 2026-06-01 13:32:00, 9884
PJ, 123456, p03, P9, 전력, 2026-06-01 13:32:00, 23300
PJ, 123456, p01, P7, 전력, 2026-06-01 13:33:00, 2333
PJ, 123456, p02, P8, 전력, 2026-06-01 13:33:00, 9977
PJ, 123456, p03, P9, 전력, 2026-06-01 13:33:00, 23122
PJ, 123456, p01, P7, 전력, 2026-06-01 13:34:00, 2339
PJ, 123456, p02, P8, 전력, 2026-06-01 13:34:00, 10013
PJ, 123456, p03, P9, 전력, 2026-06-01 13:34:00, 23070
PJ, 123456, p01, P7, 전력, 2026-06-01 13:35:00, 2367
PJ, 123456, p02, P8, 전력, 2026-06-01 13:35:00, 9954
PJ, 123456, p03, P9, 전력, 2026-06-01 13:35:00, 23073
PJ, 123456, p01, P7, 전력, 2026-06-01 13:36:00, 2351
PJ, 123456, p02, P8, 전력, 2026-06-01 13:36:00, 10032
PJ, 123456, p03, P9, 전력, 2026-06-01 13:36:00, 23150
PJ, 123456, p01, P7, 전력, 2026-06-01 13:37:00, 2319
PJ, 123456, p02, P8, 전력, 2026-06-01 13:37:00, 10024
PJ, 123456, p03, P9, 전력, 2026-06-01 13:37:00, 22977
PJ, 123456, p01, P7, 전력, 2026-06-01 13:38:00, 2344
PJ, 123456, p02, P8, 전력, 2026-06-01 13:38:00, 10062
PJ, 123456, p03, P9, 전력, 2026-06-01 13:38:00, 22751
PJ, 123456, p01, P7, 전력, 2026-06-01 13:39:00, 2339
PJ, 123456, p02, P8, 전력, 2026-06-01 13:39:00, 10109
PJ, 123456, p03, P9, 전력, 2026-06-01 13:39:00, 22982
PJ, 123456, p01, P7, 전력, 2026-06-01 13:40:00, 2359
PJ, 123456, p02, P8, 전력, 2026-06-01 13:40:00, 10224
PJ, 123456, p03, P9, 전력, 2026-06-01 13:40:00, 23146
PJ, 123456, p01, P7, 전력, 2026-06-01 13:41:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 13:41:00, 10122
PJ, 123456, p03, P9, 전력, 2026-06-01 13:41:00, 23481
PJ, 123456, p01, P7, 전력, 2026-06-01 13:42:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 13:42:00, 10123
PJ, 123456, p03, P9, 전력, 2026-06-01 13:42:00, 23747
PJ, 123456, p01, P7, 전력, 2026-06-01 13:43:00, 2348
PJ, 123456, p02, P8, 전력, 2026-06-01 13:43:00, 10266
PJ, 123456, p03, P9, 전력, 2026-06-01 13:43:00, 23907
PJ, 123456, p01, P7, 전력, 2026-06-01 13:44:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 13:44:00, 10407
PJ, 123456, p03, P9, 전력, 2026-06-01 13:44:00, 23631
PJ, 123456, p01, P7, 전력, 2026-06-01 13:45:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 13:45:00, 10284
PJ, 123456, p03, P9, 전력, 2026-06-01 13:45:00, 23887
PJ, 123456, p01, P7, 전력, 2026-06-01 13:46:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 13:46:00, 10186
PJ, 123456, p03, P9, 전력, 2026-06-01 13:46:00, 23873
PJ, 123456, p01, P7, 전력, 2026-06-01 13:47:00, 2352
PJ, 123456, p02, P8, 전력, 2026-06-01 13:47:00, 10209
PJ, 123456, p03, P9, 전력, 2026-06-01 13:47:00, 24114
PJ, 123456, p01, P7, 전력, 2026-06-01 13:48:00, 2361
PJ, 123456, p02, P8, 전력, 2026-06-01 13:48:00, 10163
PJ, 123456, p03, P9, 전력, 2026-06-01 13:48:00, 24367
PJ, 123456, p01, P7, 전력, 2026-06-01 13:49:00, 2368
PJ, 123456, p02, P8, 전력, 2026-06-01 13:49:00, 10237
PJ, 123456, p03, P9, 전력, 2026-06-01 13:49:00, 24027
PJ, 123456, p01, P7, 전력, 2026-06-01 13:50:00, 2339
PJ, 123456, p02, P8, 전력, 2026-06-01 13:50:00, 10272
PJ, 123456, p03, P9, 전력, 2026-06-01 13:50:00, 23818
PJ, 123456, p01, P7, 전력, 2026-06-01 13:51:00, 2315
PJ, 123456, p02, P8, 전력, 2026-06-01 13:51:00, 10136
PJ, 123456, p03, P9, 전력, 2026-06-01 13:51:00, 24114
PJ, 123456, p01, P7, 전력, 2026-06-01 13:52:00, 2316
PJ, 123456, p02, P8, 전력, 2026-06-01 13:52:00, 10182
PJ, 123456, p03, P9, 전력, 2026-06-01 13:52:00, 24099
PJ, 123456, p01, P7, 전력, 2026-06-01 13:53:00, 2312
PJ, 123456, p02, P8, 전력, 2026-06-01 13:53:00, 10325
PJ, 123456, p03, P9, 전력, 2026-06-01 13:53:00, 24301
PJ, 123456, p01, P7, 전력, 2026-06-01 13:54:00, 2320
PJ, 123456, p02, P8, 전력, 2026-06-01 13:54:00, 10199
PJ, 123456, p03, P9, 전력, 2026-06-01 13:54:00, 24492
PJ, 123456, p01, P7, 전력, 2026-06-01 13:55:00, 2344
PJ, 123456, p02, P8, 전력, 2026-06-01 13:55:00, 10099
PJ, 123456, p03, P9, 전력, 2026-06-01 13:55:00, 24477
PJ, 123456, p01, P7, 전력, 2026-06-01 13:56:00, 2322
PJ, 123456, p02, P8, 전력, 2026-06-01 13:56:00, 10032
PJ, 123456, p03, P9, 전력, 2026-06-01 13:56:00, 24521
PJ, 123456, p01, P7, 전력, 2026-06-01 13:57:00, 2309
PJ, 123456, p02, P8, 전력, 2026-06-01 13:57:00, 10117
PJ, 123456, p03, P9, 전력, 2026-06-01 13:57:00, 24525
PJ, 123456, p01, P7, 전력, 2026-06-01 13:58:00, 2300
PJ, 123456, p02, P8, 전력, 2026-06-01 13:58:00, 10138
PJ, 123456, p03, P9, 전력, 2026-06-01 13:58:00, 24401
PJ, 123456, p01, P7, 전력, 2026-06-01 13:59:00, 2325
PJ, 123456, p02, P8, 전력, 2026-06-01 13:59:00, 10076
PJ, 123456, p03, P9, 전력, 2026-06-01 13:59:00, 24611
PJ, 123456, p01, P7, 전력, 2026-06-01 14:00:00, 2300
PJ, 123456, p02, P8, 전력, 2026-06-01 14:00:00, 9947
PJ, 123456, p03, P9, 전력, 2026-06-01 14:00:00, 24785
PJ, 123456, p01, P7, 전력, 2026-06-01 14:01:00, 2324
PJ, 123456, p02, P8, 전력, 2026-06-01 14:01:00, 9843
PJ, 123456, p03, P9, 전력, 2026-06-01 14:01:00, 24698
PJ, 123456, p01, P7, 전력, 2026-06-01 14:02:00, 2326
PJ, 123456, p02, P8, 전력, 2026-06-01 14:02:00, 9907
PJ, 123456, p03, P9, 전력, 2026-06-01 14:02:00, 25022
PJ, 123456, p01, P7, 전력, 2026-06-01 14:03:00, 2305
PJ, 123456, p02, P8, 전력, 2026-06-01 14:03:00, 9798
PJ, 123456, p03, P9, 전력, 2026-06-01 14:03:00, 24960
PJ, 123456, p01, P7, 전력, 2026-06-01 14:04:00, 2298
PJ, 123456, p02, P8, 전력, 2026-06-01 14:04:00, 9704
PJ, 123456, p03, P9, 전력, 2026-06-01 14:04:00, 24725
PJ, 123456, p01, P7, 전력, 2026-06-01 14:05:00, 2310
PJ, 123456, p02, P8, 전력, 2026-06-01 14:05:00, 9740
PJ, 123456, p03, P9, 전력, 2026-06-01 14:05:00, 24735
PJ, 123456, p01, P7, 전력, 2026-06-01 14:06:00, 2283
PJ, 123456, p02, P8, 전력, 2026-06-01 14:06:00, 9818
PJ, 123456, p03, P9, 전력, 2026-06-01 14:06:00, 24521
PJ, 123456, p01, P7, 전력, 2026-06-01 14:07:00, 2275
PJ, 123456, p02, P8, 전력, 2026-06-01 14:07:00, 9888
PJ, 123456, p03, P9, 전력, 2026-06-01 14:07:00, 24514
PJ, 123456, p01, P7, 전력, 2026-06-01 14:08:00, 2272
PJ, 123456, p02, P8, 전력, 2026-06-01 14:08:00, 9957
PJ, 123456, p03, P9, 전력, 2026-06-01 14:08:00, 24741
PJ, 123456, p01, P7, 전력, 2026-06-01 14:09:00, 2284
PJ, 123456, p02, P8, 전력, 2026-06-01 14:09:00, 10037
PJ, 123456, p03, P9, 전력, 2026-06-01 14:09:00, 24708
PJ, 123456, p01, P7, 전력, 2026-06-01 14:10:00, 2291
PJ, 123456, p02, P8, 전력, 2026-06-01 14:10:00, 10071
PJ, 123456, p03, P9, 전력, 2026-06-01 14:10:00, 24623
PJ, 123456, p01, P7, 전력, 2026-06-01 14:11:00, 2303
PJ, 123456, p02, P8, 전력, 2026-06-01 14:11:00, 10021
PJ, 123456, p03, P9, 전력, 2026-06-01 14:11:00, 24933
PJ, 123456, p01, P7, 전력, 2026-06-01 14:12:00, 2273
PJ, 123456, p02, P8, 전력, 2026-06-01 14:12:00, 10093
PJ, 123456, p03, P9, 전력, 2026-06-01 14:12:00, 25229
PJ, 123456, p01, P7, 전력, 2026-06-01 14:13:00, 2266
PJ, 123456, p02, P8, 전력, 2026-06-01 14:13:00, 10049
PJ, 123456, p03, P9, 전력, 2026-06-01 14:13:00, 25179
PJ, 123456, p01, P7, 전력, 2026-06-01 14:14:00, 2267
PJ, 123456, p02, P8, 전력, 2026-06-01 14:14:00, 10185
PJ, 123456, p03, P9, 전력, 2026-06-01 14:14:00, 24933
PJ, 123456, p01, P7, 전력, 2026-06-01 14:15:00, 2245
PJ, 123456, p02, P8, 전력, 2026-06-01 14:15:00, 10304
PJ, 123456, p03, P9, 전력, 2026-06-01 14:15:00, 25018
PJ, 123456, p01, P7, 전력, 2026-06-01 14:16:00, 2235
PJ, 123456, p02, P8, 전력, 2026-06-01 14:16:00, 10351
PJ, 123456, p03, P9, 전력, 2026-06-01 14:16:00, 25330
PJ, 123456, p01, P7, 전력, 2026-06-01 14:17:00, 2254
PJ, 123456, p02, P8, 전력, 2026-06-01 14:17:00, 10441
PJ, 123456, p03, P9, 전력, 2026-06-01 14:17:00, 25339
PJ, 123456, p01, P7, 전력, 2026-06-01 14:18:00, 2262
PJ, 123456, p02, P8, 전력, 2026-06-01 14:18:00, 10501
PJ, 123456, p03, P9, 전력, 2026-06-01 14:18:00, 25204
PJ, 123456, p01, P7, 전력, 2026-06-01 14:19:00, 2246
PJ, 123456, p02, P8, 전력, 2026-06-01 14:19:00, 10479
PJ, 123456, p03, P9, 전력, 2026-06-01 14:19:00, 25131
PJ, 123456, p01, P7, 전력, 2026-06-01 14:20:00, 2249
PJ, 123456, p02, P8, 전력, 2026-06-01 14:20:00, 10501
PJ, 123456, p03, P9, 전력, 2026-06-01 14:20:00, 25438
PJ, 123456, p01, P7, 전력, 2026-06-01 14:21:00, 2250
PJ, 123456, p02, P8, 전력, 2026-06-01 14:21:00, 10501
PJ, 123456, p03, P9, 전력, 2026-06-01 14:21:00, 25439
PJ, 123456, p01, P7, 전력, 2026-06-01 14:22:00, 2220
PJ, 123456, p02, P8, 전력, 2026-06-01 14:22:00, 10501
PJ, 123456, p03, P9, 전력, 2026-06-01 14:22:00, 25487
PJ, 123456, p01, P7, 전력, 2026-06-01 14:23:00, 2202
PJ, 123456, p02, P8, 전력, 2026-06-01 14:23:00, 10501
PJ, 123456, p03, P9, 전력, 2026-06-01 14:23:00, 25487
PJ, 123456, p01, P7, 전력, 2026-06-01 14:24:00, 2207
PJ, 123456, p02, P8, 전력, 2026-06-01 14:24:00, 10501
PJ, 123456, p03, P9, 전력, 2026-06-01 14:24:00, 25434
PJ, 123456, p01, P7, 전력, 2026-06-01 14:25:00, 2224
PJ, 123456, p02, P8, 전력, 2026-06-01 14:25:00, 10501
PJ, 123456, p03, P9, 전력, 2026-06-01 14:25:00, 25487
PJ, 123456, p01, P7, 전력, 2026-06-01 14:26:00, 2214
PJ, 123456, p02, P8, 전력, 2026-06-01 14:26:00, 10442
PJ, 123456, p03, P9, 전력, 2026-06-01 14:26:00, 25487
PJ, 123456, p01, P7, 전력, 2026-06-01 14:27:00, 2195
PJ, 123456, p02, P8, 전력, 2026-06-01 14:27:00, 10399
PJ, 123456, p03, P9, 전력, 2026-06-01 14:27:00, 25219
PJ, 123456, p01, P7, 전력, 2026-06-01 14:28:00, 2195
PJ, 123456, p02, P8, 전력, 2026-06-01 14:28:00, 10484
PJ, 123456, p03, P9, 전력, 2026-06-01 14:28:00, 25428
PJ, 123456, p01, P7, 전력, 2026-06-01 14:29:00, 2219
PJ, 123456, p02, P8, 전력, 2026-06-01 14:29:00, 10360
PJ, 123456, p03, P9, 전력, 2026-06-01 14:29:00, 25487
PJ, 123456, p01, P7, 전력, 2026-06-01 14:30:00, 2228
PJ, 123456, p02, P8, 전력, 2026-06-01 14:30:00, 10441
PJ, 123456, p03, P9, 전력, 2026-06-01 14:30:00, 25366
PJ, 123456, p01, P7, 전력, 2026-06-01 14:31:00, 2230
PJ, 123456, p02, P8, 전력, 2026-06-01 14:31:00, 10501
PJ, 123456, p03, P9, 전력, 2026-06-01 14:31:00, 25372
PJ, 123456, p01, P7, 전력, 2026-06-01 14:32:00, 2229
PJ, 123456, p02, P8, 전력, 2026-06-01 14:32:00, 10501
PJ, 123456, p03, P9, 전력, 2026-06-01 14:32:00, 25304
PJ, 123456, p01, P7, 전력, 2026-06-01 14:33:00, 2238
PJ, 123456, p02, P8, 전력, 2026-06-01 14:33:00, 10392
PJ, 123456, p03, P9, 전력, 2026-06-01 14:33:00, 25097
PJ, 123456, p01, P7, 전력, 2026-06-01 14:34:00, 2256
PJ, 123456, p02, P8, 전력, 2026-06-01 14:34:00, 10286
PJ, 123456, p03, P9, 전력, 2026-06-01 14:34:00, 24761
PJ, 123456, p01, P7, 전력, 2026-06-01 14:35:00, 2229
PJ, 123456, p02, P8, 전력, 2026-06-01 14:35:00, 10205
PJ, 123456, p03, P9, 전력, 2026-06-01 14:35:00, 24512
PJ, 123456, p01, P7, 전력, 2026-06-01 14:36:00, 2202
PJ, 123456, p02, P8, 전력, 2026-06-01 14:36:00, 10304
PJ, 123456, p03, P9, 전력, 2026-06-01 14:36:00, 24762
PJ, 123456, p01, P7, 전력, 2026-06-01 14:37:00, 2204
PJ, 123456, p02, P8, 전력, 2026-06-01 14:37:00, 10423
PJ, 123456, p03, P9, 전력, 2026-06-01 14:37:00, 24505
PJ, 123456, p01, P7, 전력, 2026-06-01 14:38:00, 2209
PJ, 123456, p02, P8, 전력, 2026-06-01 14:38:00, 10378
PJ, 123456, p03, P9, 전력, 2026-06-01 14:38:00, 24497
PJ, 123456, p01, P7, 전력, 2026-06-01 14:39:00, 2230
PJ, 123456, p02, P8, 전력, 2026-06-01 14:39:00, 10238
PJ, 123456, p03, P9, 전력, 2026-06-01 14:39:00, 24689
PJ, 123456, p01, P7, 전력, 2026-06-01 14:40:00, 2243
PJ, 123456, p02, P8, 전력, 2026-06-01 14:40:00, 10143
PJ, 123456, p03, P9, 전력, 2026-06-01 14:40:00, 24790
PJ, 123456, p01, P7, 전력, 2026-06-01 14:41:00, 2227
PJ, 123456, p02, P8, 전력, 2026-06-01 14:41:00, 10165
PJ, 123456, p03, P9, 전력, 2026-06-01 14:41:00, 25045
PJ, 123456, p01, P7, 전력, 2026-06-01 14:42:00, 2230
PJ, 123456, p02, P8, 전력, 2026-06-01 14:42:00, 10039
PJ, 123456, p03, P9, 전력, 2026-06-01 14:42:00, 25271
