source_db_name,dtime_ymdhms,field,factory,temp,supply,zone,no,A_FAN가동상태,A_냉동기가동상태,A_냉동기전력,A_동파방지히터,A_디퓨져개도율,A_배인개도율,A_압축기토출온도,A_응축기냉매압력,A_응축기냉매온도,A_증발기냉매압력,A_증발기냉매온도,A_팽창밸브개도율,B_FAN가동상태,B_냉동기가동상태,B_냉동기전력,B_동파방지히터,B_디퓨져개도율,B_배인개도율,B_압축기토출온도,B_응축기냉매압력,B_응축기냉매온도,B_증발기냉매압력,B_증발기냉매온도,B_팽창밸브개도율,C_FAN가동상태,C_동파방지히터,D_FAN가동상태,D_동파방지히터,E_FAN가동상태,F_FAN가동상태,G_FAN가동상태,H_FAN가동상태,I_FAN가동상태,J_FAN가동상태,K_FAN가동상태,공통_냉각수공급온도,공통_냉각수유량,공통_냉각수펌프상태,공통_냉각수펌프전력,공통_냉각수환수온도,공통_냉동톤,공통_냉수공급온도,공통_냉수유량,공통_냉수펌프상태,공통_냉수펌프전력,공통_냉수환수온도,공통_응축기냉매압력,공통_증발기냉매압력
GG,2026-06-09 11:10,열원,P1,13℃,저층부,공통,#2,0,0,0,0,0,-2,37.75,5.08,21.52,5.1099997,21.68,0,0,0,0,0,0,0,39.649998,4.96,20.869999,5,21.09,0,0,0,0,0,0,0,0,0,0,0,0,24.949999,52.5,0,0,25,0.038029246,20.35,1.15,0,0,20.9,0,0
GS,2026-06-09 11:10,열원,A2,5℃,공통,공통,#1,0,0,0,0,0,0,0,4.87,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,26.1,0,18.7,9.25,0,0,18.1,0,0
GS,2026-06-09 11:10,열원,A2,5℃,공통,공통,#3,0,0,0,0,0,0,0,0.38352695,0,1.8575077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.697948,3.575,0,0,28.797634,0,29.028097,2.25,0,0,28.96103,0,0
GS,2026-06-09 11:10,열원,A2,5℃,공통,공통,#2,0,0,0,0,0,1,0,-0.2645728,0,21.512117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.562069,0,0,0,23.02087,0,19.599224,1.25,0,0,18.327757,0,0
GS,2026-06-09 11:10,열원,A2,13℃,공통,공통,#1,0,0,0,0,0,0,0,0.4723059,0,0.0928772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.983776,0,0,0,28.640356,0,21.940334,6.75,0,0,21.074137,0,0
GS,2026-06-09 11:10,열원,A2,13℃,공통,공통,#3,0,0,0,0,0,0,0,-0.17037296,0,3.8078926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.054195,3.3,0,0,29.681486,0,29.126678,3.75,0,0,29.151419,0,0
GS,2026-06-09 11:10,열원,A2,13℃,공통,공통,#2,0,0,0,0,0,0,0,0.5053053,0,4.7828317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.305614,506.55,0,0,27.980938,0,22.103565,0.5,0,0,21.209059,0,0
GS,2026-06-09 11:10,열원,A1,5℃,공통,공통,#1,1,1,1006,0,0,49,39.85,6.62,29.09,2.27,2.77,0,1,1,0,0,0,28,40,6.3999996,28.08,2.25,2.62,0,1,0,1,0,0,0,0,0,0,0,0,24.35,1548.75,1,181,28.5,0,4.95,668.25,1,118,13.099999,0,0
GS,2026-06-09 11:10,열원,A1,5℃,공통,공통,#3,1,0,0,0,0,0,41.399998,5.15,21.89,5.15,21.89,0,1,0,0,0,0,0,40.1,5.1,21.619999,5.08,21.52,0,1,0,1,0,0,0,0,0,0,0,0,27.15,20.625,0,0,28.849998,0,21.4,13.75,0,0,21.25,0,0
GS,2026-06-09 11:10,열원,A1,5℃,공통,공통,#2,1,1,585,0,0,65,39.9,6.59,28.9,2.57,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23.7,899.625,1,70,26.9,0,5.4,361.5,1,69,13.6,0,0
GG,2026-06-09 11:10,열원,P2,5℃,고층부,공통,#2,0,0,0,0,0,0,48.45,4.36,17.48,4.36,17.48,50,0,0,0,0,0,0,50.2,4.44,17.949999,4.5099998,18.359999,40,0,0,0,0,0,0,0,0,0,0,0,23.3,1346.8,0,0,24.449999,-2.3214283,25.699999,0.89375,0,0,18.5,0,0
GG,2026-06-09 11:10,열원,P2,5℃,고층부,공통,#3,0,0,0,0,0,0,40.8,2.6799998,6.14,2.6699998,6.06,50,0,0,0,0,0,0,41.1,2.82,7.22,2.83,7.2999997,65,0,0,0,0,0,0,0,0,0,0,0,20.85,0,0,0,23.75,0,6.2999997,0,0,0,6.5499997,0,0
GG,2026-06-09 11:10,열원,P2,5℃,고층부,공통,#1,0,0,0,0,0,1,41.35,2.75,6.69,2.82,7.22,25,0,0,0,0,0,0,40,2.86,7.5299997,2.96,8.2699995,100,0,0,0,0,0,0,0,0,0,0,0,21.25,5.95,0,0,23.85,0.6851439,6.2999997,2.7625,0,0,6.95,0,0
GG,2026-06-09 11:10,열원,P2,5℃,저층부,공통,#2,0,0,0,0,0,0,27.15,3.6499999,13.07,3.6,12.75,85,0,0,0,0,0,1,44.75,4.0699997,15.74,4.0499997,15.62,85,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,23.35,0,23.65,0,0,0,16.8,0,0
GG,2026-06-09 11:10,열원,P2,5℃,저층부,공통,#3,0,0,0,0,0,0,47.5,2.95,8.2,2.96,8.2699995,100,0,0,0,0,0,0,47.8,3.1599998,9.73,3.46,11.809999,25,0,0,0,0,0,0,0,0,0,0,0,22.4,0,0,0,24.6,0.075231455,6.7999997,0,0,0,7,0,0
GG,2026-06-09 11:10,열원,P2,5℃,저층부,공통,#1,0,0,0,0,0,0,48.649998,4.41,17.779999,4.61,18.93,25,0,0,0,0,0,0,49.5,4.5499997,18.59,4.61,18.93,25,0,0,0,0,0,0,0,0,0,0,0,26.15,2800,0,0,27.699999,-11.961807,26.5,3.00625,0,0,19.199999,0,0
GG,2026-06-09 11:11,열원,P2,5℃,저층부,공통,#1,0,0,0,0,0,0,48.649998,4.43,17.89,4.61,18.93,25,0,0,0,0,0,0,49.5,4.5499997,18.59,4.61,18.93,25,0,0,0,0,0,0,0,0,0,0,0,26.199999,2800,0,0,27.65,-4.4856772,26.5,1.70625,0,0,19.199999,0,0
GG,2026-06-09 11:11,열원,P2,5℃,고층부,공통,#3,0,0,0,0,0,0,40.8,2.69,6.22,2.6699998,6.06,50,0,0,0,0,0,0,41.149998,2.83,7.2999997,2.83,7.2999997,65,0,0,0,0,0,0,0,0,0,0,0,20.85,0,0,0,23.75,0,6.2999997,0,0,0,6.5499997,0,0
GG,2026-06-09 11:11,열원,P2,5℃,고층부,공통,#1,0,0,0,0,0,1,41.35,2.75,6.69,2.82,7.22,25,0,0,0,0,0,0,40,2.85,7.45,2.96,8.2699995,100,0,0,0,0,0,0,0,0,0,0,0,21.25,13.475,0,0,23.85,0.5843874,6.2999997,2.35625,0,0,6.95,0,0
GS,2026-06-09 11:11,열원,A1,5℃,공통,공통,#2,1,1,589,0,0,65,39.9,6.59,28.9,2.57,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23.7,906,1,70,27,0,5.4,353.625,1,69,13.6,0,0
GS,2026-06-09 11:11,열원,A1,5℃,공통,공통,#3,1,0,0,0,0,0,41.45,5.14,21.84,5.16,21.939999,0,1,0,0,0,0,0,40.1,5.1,21.619999,5.08,21.52,0,1,0,1,0,0,0,0,0,0,0,0,27.099998,20,0,0,28.849998,0,21.4,11.75,0,0,21.3,0,0
GS,2026-06-09 11:11,열원,A1,5℃,공통,공통,#1,1,1,1005,0,0,49,39.85,6.6099997,29.039999,2.27,2.77,0,1,1,0,0,0,28,40.05,6.3999996,28.08,2.23,2.45,0,1,0,1,0,0,0,0,0,0,0,0,24.4,1611.25,1,180,28.5,0,4.9,655.75,1,120,13.15,0,0
GS,2026-06-09 11:11,열원,A2,13℃,공통,공통,#2,0,0,0,0,0,0,0,0.5053053,0,4.7828317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.305614,505.175,0,0,27.980938,0,22.103565,0.5,0,0,21.209059,0,0
GS,2026-06-09 11:11,열원,A2,13℃,공통,공통,#3,0,0,0,0,0,0,0,-0.17037296,0,3.8078926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.054195,3.3,0,0,29.681486,0,29.126678,3.75,0,0,29.151419,0,0
GS,2026-06-09 11:11,열원,A2,13℃,공통,공통,#1,0,0,0,0,0,0,0,0.4723059,0,0.0928772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.983776,0,0,0,28.640356,0,21.940334,7,0,0,21.074137,0,0
GS,2026-06-09 11:11,열원,A2,5℃,공통,공통,#2,0,0,0,0,0,1,0,-0.2645728,0,21.48371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.562069,0,0,0,23.020535,0,19.599224,1.25,0,0,18.475082,0,0
GS,2026-06-09 11:11,열원,A2,5℃,공통,공통,#3,0,0,0,0,0,0,0,0.38352695,0,1.8575077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.697948,3.3,0,0,28.797634,0,29.028097,2.5,0,0,28.96103,0,0
GS,2026-06-09 11:11,열원,A2,5℃,공통,공통,#1,0,0,0,0,0,0,0,4.87,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,26.1,0,18.7,9,0,0,18.1,0,0
GG,2026-06-09 11:11,열원,P2,5℃,저층부,공통,#3,0,0,0,0,0,0,47.5,2.96,8.2699995,2.96,8.2699995,100,0,0,0,0,0,0,47.8,3.1599998,9.73,3.46,11.809999,25,0,0,0,0,0,0,0,0,0,0,0,22.4,0,0,0,24.55,0.056423597,6.7999997,0.4875,0,0,7,0,0
GG,2026-06-09 11:11,열원,P1,13℃,저층부,공통,#2,0,0,0,0,0,-2,37.7,5.08,21.52,5.1099997,21.68,0,0,0,0,0,0,0,39.6,4.99,21.039999,4.99,21.039999,0,0,0,0,0,0,0,0,0,0,0,0,24.949999,53.2,0,0,25,0.057044957,20.4,3.45,0,0,20.85,0,0
GG,2026-06-09 11:11,열원,P1,13℃,저층부,공통,#3,0,0,0,0,0,0,43.399998,6.15,26.9,6.15,26.9,0,0,0,0,0,0,1,43.6,6.08,26.599998,6.1,26.599998,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,27.4,0,0,0,27.099998,0,0
GG,2026-06-09 11:11,열원,P1,13℃,저층부,공통,#1,1,1,754,0,0,70,44.3,8.16,35.5,3.4199998,11.5,0,2,1,770,0,0,74,33.3,7.39,32.399998,3.23,10.2,0,1,0,1,0,1,1,1,1,0,0,0,28,1798.3,0,191,33.7,3351.8276,12.099999,1512.825,1,326,18.8,0,0
GG,2026-06-09 11:11,열원,P1,5℃,저층부,공통,#2,1,0,0,0,0,0,40.3,4.97,20.93,4.93,20.71,0,1,0,0,0,0,1,39,4.92,20.66,4.98,20.98,0,0,0,1,0,0,1,1,1,0,0,0,24.699999,11.2,0,0,25.55,0,24.699999,0,0,0,20.9,0,0
GG,2026-06-09 11:11,열원,P1,5℃,저층부,공통,#3,1,1,649,0,0,11,38.1,6.0299997,26.3,2.4099998,4,0,1,1,941,0,0,48,42.1,6.69,29.4,2.7,6.2999997,0,1,0,1,0,1,1,1,1,0,0,0,23.9,3.5,0,272,27.599998,2509.7222,6.3999996,903.5,1,184,14.799999,0,0
GG,2026-06-09 11:11,열원,P1,5℃,저층부,공통,#1,1,1,766,0,0,36,44.8,7.52,33,2.59,5.4,0,0,1,971,0,0,27,46.399998,8.04,35.1,2.85,7.3999996,0,1,0,1,0,1,1,1,1,0,0,0,30.199999,2058,0,284,33.6,2146.5476,7.2,889.2,1,186,14.5,0,0
GG,2026-06-09 11:11,열원,P2,13℃,고층부,공통,#2,1,1,788,0,0,62,39.25,8.2699995,36,3.53,12.28,25,1,1,795,0,0,95,39.05,7.3999996,32.48,2.84,7.37,35,1,0,1,0,0,0,0,0,0,0,0,24.699999,1718.4375,1,211,31.3,2564.0928,14.7,1685.6125,1,308,19.25,0,0
GG,2026-06-09 11:11,열원,P2,13℃,고층부,공통,#3,0,0,0,0,0,0,42.45,4.08,15.799999,4.02,15.429999,25,0,0,0,0,0,0,43.75,4.0499997,15.62,4.0499997,15.62,25,0,0,0,0,0,0,0,0,0,0,0,23.05,34.65,0,0,23.949999,0.57518935,16.35,3.1625,0,0,16.4,0,0
GG,2026-06-09 11:11,열원,P2,13℃,고층부,공통,#1,0,0,0,0,0,0,46.8,3.9299998,14.8,3.85,14.3,25,0,0,0,0,0,0,44.8,3.85,14.3,3.9099998,14.7,50,0,0,0,0,0,0,0,0,0,0,0,23.300001,0,0,0,22.800001,0,15.900001,0,0,0,14.7,0,0
GG,2026-06-09 11:11,열원,P2,5℃,저층부,공통,#2,0,0,0,0,0,0,27.15,3.6399999,13.009999,3.6,12.75,85,0,0,0,0,0,1,44.75,4.08,15.799999,4.04,15.549999,85,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,23.35,0,23.65,0,0,0,16.8,0,0
GG,2026-06-09 11:11,열원,P2,5℃,고층부,공통,#2,0,0,0,0,0,0,48.45,4.35,17.42,4.35,17.42,50,0,0,0,0,0,0,50.2,4.43,17.89,4.5,18.3,40,0,0,0,0,0,0,0,0,0,0,0,23.3,1346.975,0,0,24.449999,-1.5476191,25.65,0.65,0,0,18.5,0,0
GG,2026-06-09 11:11,열원,P2,13℃,저층부,공통,#1,1,1,772,0,0,87,42.85,7.46,32.73,2.8899999,7.75,50,1,1,694,0,0,100,37.2,6.77,29.76,2.6299999,5.75,55,1,0,1,0,0,0,0,0,0,0,0,24.85,2013.55,1,216,29.099998,2846.607,13.549999,1851.2125,1,319,18.25,0,0
GG,2026-06-09 11:11,열원,P2,13℃,저층부,공통,#3,0,0,0,0,0,1,46.3,3.84,14.299999,3.72,13.53,50,0,0,0,0,0,1,45.899998,3.9299998,14.87,3.9099998,14.74,50,0,0,0,0,0,0,0,0,0,0,0,24.65,0,0,0,24.85,0,13.099999,0,0,0,14.25,0,0
GG,2026-06-09 11:11,열원,P2,13℃,저층부,공통,#2,1,1,751,0,0,100,45.35,7.97,34.82,2.72,6.45,25,1,1,717,0,0,100,41.05,7.19,31.59,2.55,5.1099997,30,1,0,1,0,0,0,0,0,0,0,0,24,1374.625,1,207,29.449999,2525.116,13.15,1715.9437,1,300,17.6,0,0
GS,2026-06-09 11:13,열원,A1,5℃,공통,공통,#2,1,1,586,0,0,65,39.9,6.59,28.9,2.57,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23.7,911.625,1,70,27,0,5.4,352.25,1,69,13.6,0,0
GS,2026-06-09 11:13,열원,A1,5℃,공통,공통,#3,1,0,0,0,0,0,41.45,5.15,21.89,5.17,22,0,1,0,0,0,0,0,40.05,5.1,21.619999,5.0699997,21.46,0,1,0,1,0,0,0,0,0,0,0,0,27.15,20.625,0,0,28.849998,0,21.35,19.5,0,0,21.25,0,0
GS,2026-06-09 11:13,열원,A1,5℃,공통,공통,#1,1,1,1003,0,0,49,39.85,6.5899997,28.949999,2.27,2.77,0,1,1,0,0,0,28,40,6.3799996,27.99,2.25,2.62,0,1,0,1,0,0,0,0,0,0,0,0,24.3,1606.875,1,180,28.5,0,4.85,666,1,119,13.15,0,0
GS,2026-06-09 11:13,열원,A2,13℃,공통,공통,#2,0,0,0,0,0,0,0,0.5053053,0,4.7828317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.305614,507.925,0,0,27.980938,0,22.103565,0.75,0,0,21.209059,0,0
GS,2026-06-09 11:13,열원,A2,13℃,공통,공통,#3,0,0,0,0,0,0,0,-0.17037296,0,3.8078926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.054195,3.575,0,0,29.681486,0,29.126678,4,0,0,29.151419,0,0
GS,2026-06-09 11:13,열원,A2,13℃,공통,공통,#1,0,0,0,0,0,0,0,0.4723059,0,0.0928772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.983776,0,0,0,28.640356,0,21.940334,6.75,0,0,21.074137,0,0
GS,2026-06-09 11:13,열원,A2,5℃,공통,공통,#2,0,0,0,0,0,1,0,-0.2645728,0,21.511896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.562069,0,0,0,23.021448,0,19.599224,1.5,0,0,18.426197,0,0
GS,2026-06-09 11:13,열원,A2,5℃,공통,공통,#3,0,0,0,0,0,0,0,0.38352695,0,1.8575077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.697948,3.3,0,0,28.797634,0,29.028097,2.25,0,0,28.96103,0,0
GS,2026-06-09 11:13,열원,A2,5℃,공통,공통,#1,0,0,0,0,0,0,0,4.87,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,26.1,0,18.7,9.25,0,0,18.1,0,0
GG,2026-06-09 11:13,열원,P1,13℃,저층부,공통,#2,0,0,0,0,0,-2,37.649998,5.08,21.52,5.1099997,21.68,0,0,0,0,0,0,0,39.7,4.99,21.039999,4.97,20.93,0,0,0,0,0,0,0,0,0,0,0,0,24.9,49.7,0,0,25,0,20.35,0,0,0,20.85,0,0
GG,2026-06-09 11:13,열원,P1,13℃,저층부,공통,#3,0,0,0,0,0,0,43.399998,6.15,26.9,6.15,26.9,0,0,0,0,0,0,1,43.6,6.08,26.599998,6.1,26.599998,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,27.4,0,0,0,27.099998,0,0
GG,2026-06-09 11:13,열원,P1,13℃,저층부,공통,#1,1,1,754,0,0,70,44.399998,8.17,35.6,3.4199998,11.5,0,2,1,772,0,0,74,33.399998,7.3999996,32.5,3.23,10.2,0,1,0,1,0,1,1,1,1,0,0,0,28.099998,1796.9,0,191,33.7,3356.9236,12.099999,1515.125,1,326,18.8,0,0
GG,2026-06-09 11:13,열원,P1,5℃,저층부,공통,#2,1,0,0,0,0,0,40.25,4.95,20.82,4.94,20.77,0,1,0,0,0,0,1,39,4.92,20.66,4.97,20.93,0,0,0,1,0,0,1,1,1,0,0,0,24.699999,9.1,0,0,25.5,0,24.75,0,0,0,20.9,0,0
GG,2026-06-09 11:13,열원,P1,5℃,저층부,공통,#3,1,1,649,0,0,11,38.2,6.02,26.3,2.4299998,4.1,0,1,1,900,0,0,36,42,6.6499996,29.199999,2.74,6.6,0,1,0,1,0,1,1,1,1,0,0,0,23.9,2.8,0,272,27.5,2493.2249,6.5,908.375,1,185,14.799999,0,0
GG,2026-06-09 11:13,열원,P1,5℃,저층부,공통,#1,1,1,770,0,0,36,44.8,7.5499997,33.1,2.61,5.6,0,0,1,944,0,0,27,47.2,8.059999,35.1,2.8799999,7.7,0,1,0,1,0,1,1,1,1,0,0,0,30.4,2092.3,0,283,33.7,2093.6921,7.3999996,904.475,1,186,14.4,0,0
GG,2026-06-09 11:13,열원,P2,13℃,고층부,공통,#2,1,1,790,0,0,62,39.149998,8.3,36.12,3.53,12.28,25,1,1,801,0,0,95,39,7.43,32.61,2.87,7.6,35,1,0,1,0,0,0,0,0,0,0,0,24.9,1752,1,211,31.55,2572.5117,14.65,1672.9625,1,307,19.199999,0,0
GG,2026-06-09 11:13,열원,P2,13℃,고층부,공통,#3,0,0,0,0,0,0,42.399998,4.0899997,15.86,4.02,15.429999,25,0,0,0,0,0,0,43.8,4.04,15.549999,4.06,15.679999,25,0,0,0,0,0,0,0,0,0,0,0,23.05,19.425,0,0,24,0.6797692,16.35,3.7375,0,0,16.4,0,0
GG,2026-06-09 11:13,열원,P2,13℃,고층부,공통,#1,0,0,0,0,0,0,46.9,3.9299998,14.8,3.85,14.3,25,0,0,0,0,0,0,44.7,3.85,14.3,3.9099998,14.7,50,0,0,0,0,0,0,0,0,0,0,0,23.300001,0,0,0,22.800001,0,16,0,0,0,14.7,0,0
GG,2026-06-09 11:13,열원,P2,13℃,저층부,공통,#2,1,1,747,0,0,100,45.35,7.93,34.66,2.71,6.3799996,25,1,1,715,0,0,100,41.05,7.16,31.46,2.54,5.0299997,30,1,0,1,0,0,0,0,0,0,0,0,23.75,659.575,1,208,29.25,2417.3105,13.2,1705.3063,1,300,17.5,0,0
GG,2026-06-09 11:13,열원,P2,13℃,저층부,공통,#3,0,0,0,0,0,1,46.35,3.84,14.299999,3.72,13.53,50,0,0,0,0,0,1,45.95,3.9199998,14.809999,3.9099998,14.74,50,0,0,0,0,0,0,0,0,0,0,0,24.65,0,0,0,24.9,0,13.099999,0,0,0,14.299999,0,0
GG,2026-06-09 11:13,열원,P2,13℃,저층부,공통,#1,1,1,769,0,0,87,42.85,7.48,32.82,2.8899999,7.75,50,1,1,693,0,0,100,37.35,6.79,29.84,2.6399999,5.83,55,1,0,1,0,0,0,0,0,0,0,0,24.9,2006.025,1,216,29.199999,2830.9126,13.549999,1840.8625,1,319,18.25,0,0
GG,2026-06-09 11:13,열원,P2,5℃,고층부,공통,#2,0,0,0,0,0,0,48.45,4.36,17.48,4.36,17.48,50,0,0,0,0,0,0,50.2,4.43,17.89,4.5,18.3,40,0,0,0,0,0,0,0,0,0,0,0,23.25,1351,0,0,24.449999,-2.1575313,25.8,0.24375,0,0,18.5,0,0
GG,2026-06-09 11:13,열원,P2,5℃,고층부,공통,#3,0,0,0,0,0,0,40.75,2.6799998,6.14,2.6599998,5.99,50,0,0,0,0,0,0,41.149998,2.83,7.2999997,2.84,7.37,65,0,0,0,0,0,0,0,0,0,0,0,20.85,0,0,0,23.8,0,6.2999997,0,0,0,6.5499997,0,0
GG,2026-06-09 11:13,열원,P2,5℃,고층부,공통,#1,0,0,0,0,0,1,41.399998,2.75,6.69,2.82,7.22,25,0,0,0,0,0,0,39.95,2.86,7.5299997,2.96,8.2699995,100,0,0,0,0,0,0,0,0,0,0,0,21.3,5.075,0,0,23.85,0.5843874,6.2999997,2.35625,0,0,6.95,0,0
GG,2026-06-09 11:13,열원,P2,5℃,저층부,공통,#2,0,0,0,0,0,0,27.15,3.6499999,13.07,3.59,12.679999,85,0,0,0,0,0,1,44.75,4.0899997,15.86,4.04,15.549999,85,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,23.3,0,23.65,0,0,0,16.8,0,0
GG,2026-06-09 11:13,열원,P2,5℃,저층부,공통,#3,0,0,0,0,0,0,47.5,2.95,8.2,2.97,8.349999,100,0,0,0,0,0,0,47.8,3.1699998,9.8,3.47,11.88,25,0,0,0,0,0,0,0,0,0,0,0,22.4,0,0,0,24.6,0.085978754,6.75,0,0,0,7,0,0
GG,2026-06-09 11:13,열원,P2,5℃,저층부,공통,#1,0,0,0,0,0,0,48.649998,4.43,17.89,4.61,18.93,25,0,0,0,0,0,0,49.5,4.5499997,18.59,4.62,18.99,25,0,0,0,0,0,0,0,0,0,0,0,26.199999,2800,0,0,27.699999,-15.691138,26.5,3.98125,0,0,19.199999,0,0
GS,2026-06-09 11:14,열원,A1,5℃,공통,공통,#2,1,1,588,0,0,64,39.9,6.59,28.9,2.57,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,23.7,898.5,1,70,27,0,5.4,361.875,1,69,13.6,0,0
GS,2026-06-09 11:14,열원,A1,5℃,공통,공통,#3,1,0,0,0,0,0,41.45,5.15,21.89,5.16,21.939999,0,1,0,0,0,0,0,40.05,5.1,21.619999,5.08,21.52,0,1,0,1,0,0,0,0,0,0,0,0,27.15,20,0,0,28.849998,0,21.35,21.75,0,0,21.3,0,0
GS,2026-06-09 11:14,열원,A1,5℃,공통,공통,#1,1,1,1005,0,0,49,39.899998,6.5899997,28.949999,2.27,2.77,0,1,1,0,0,0,28,40,6.41,28.119999,2.23,2.45,0,1,0,1,0,0,0,0,0,0,0,0,24.3,1595.625,1,180,28.5,0,4.95,681,1,120,13.15,0,0
GS,2026-06-09 11:14,열원,A2,13℃,공통,공통,#2,0,0,0,0,0,0,0,0.5053053,0,4.7828317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.305614,507.925,0,0,27.980938,0,22.103565,1,0,0,21.209059,0,0
GS,2026-06-09 11:14,열원,A2,13℃,공통,공통,#3,0,0,0,0,0,0,0,-0.17037296,0,3.8078926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.054195,3.3,0,0,29.681486,0,29.126678,3.75,0,0,29.151419,0,0
GS,2026-06-09 11:14,열원,A2,13℃,공통,공통,#1,0,0,0,0,0,0,0,0.4723059,0,0.0928772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.983776,0,0,0,28.640356,0,21.940334,6.75,0,0,21.074137,0,0
GS,2026-06-09 11:14,열원,A2,5℃,공통,공통,#2,0,0,0,0,0,1,0,-0.2645728,0,21.500006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.565939,0,0,0,23.020535,0,19.599224,1.25,0,0,18.328941,0,0
GS,2026-06-09 11:14,열원,A2,5℃,공통,공통,#3,0,0,0,0,0,0,0,0.38352695,0,1.8575077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.697948,3.575,0,0,28.797634,0,29.028097,2.25,0,0,28.96103,0,0
GS,2026-06-09 11:14,열원,A2,5℃,공통,공통,#1,0,0,0,0,0,0,0,4.87,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,26.1,0,18.7,9.25,0,0,18.1,0,0
GG,2026-06-09 11:14,열원,P1,13℃,저층부,공통,#2,0,0,0,0,0,-2,37.7,5.08,21.52,5.1,21.63,0,0,0,0,0,0,0,39.7,4.95,20.82,4.97,20.93,0,0,0,0,0,0,0,0,0,0,0,0,24.9,57.4,0,0,25,0,20.35,0,0,0,20.85,0,0
GG,2026-06-09 11:14,열원,P1,13℃,저층부,공통,#3,0,0,0,0,0,0,43.399998,6.15,26.9,6.15,26.9,0,0,0,0,0,0,1,43.6,6.08,26.599998,6.1,26.599998,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,27.4,0,0,0,27.099998,0,0
GG,2026-06-09 11:14,열원,P1,13℃,저층부,공통,#1,1,1,756,0,0,70,44.399998,8.17,35.6,3.4199998,11.5,0,2,1,774,0,0,74,33.3,7.3999996,32.5,3.23,10.2,0,1,0,1,0,1,1,1,1,0,0,0,28.099998,1800.4,0,191,33.8,3363.2935,12.099999,1518,1,327,18.8,0,0
GG,2026-06-09 11:14,열원,P1,5℃,저층부,공통,#2,1,0,0,0,0,0,40.149998,4.95,20.82,4.94,20.77,0,1,0,0,0,0,1,39,4.96,20.869999,4.98,20.98,0,0,0,1,0,0,1,1,1,0,0,0,24.699999,21.7,0,0,25.55,-5.642361,24.699999,4.55,0,0,20.949999,0,0
